Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1995","1995","kg/ha","989.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1995","1995","t","3090","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1996","1996","kg/ha","1035.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1996","1996","t","3780","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1997","1997","kg/ha","1074.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1997","1997","t","3700","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1998","1998","kg/ha","1121.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1998","1998","t","3700","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","1999","1999","kg/ha","1198.1","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","1999","1999","t","3750","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2000","2000","kg/ha","1200.6","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2000","2000","t","3830","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2001","2001","kg/ha","1199.4","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2001","2001","t","3850","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2002","2002","kg/ha","1231.2","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2002","2002","t","4100","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2003","2003","kg/ha","1231.6","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2003","2003","t","4360","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2004","2004","kg/ha","1301.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2004","2004","t","4660","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2005","2005","kg/ha","1359.7","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2005","2005","t","4990","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2006","2006","kg/ha","1439.4","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2006","2006","t","5340","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2007","2007","kg/ha","1260","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2007","2007","t","2520","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2008","2008","kg/ha","1428.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2008","2008","t","3000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2009","2009","kg/ha","1133.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2009","2009","t","2040","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2010","2010","kg/ha","1206.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2010","2010","t","2400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2011","2011","kg/ha","1300.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2011","2011","t","2524.57","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2012","2012","kg/ha","1276.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2012","2012","t","2416.92","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2013","2013","kg/ha","1281.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2013","2013","t","2100","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2014","2014","kg/ha","1297.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2014","2014","t","1972.17","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2015","2015","kg/ha","1304.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2015","2015","t","1754.52","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2016","2016","kg/ha","1293.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2016","2016","t","1942.23","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2017","2017","kg/ha","1298.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2017","2017","t","1889.64","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2018","2018","kg/ha","1298.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2018","2018","t","1862.13","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2019","2019","kg/ha","1302.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2019","2019","t","1852.02","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2020","2020","kg/ha","1307.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2020","2020","t","1879.97","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2021","2021","kg/ha","1299.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2021","2021","t","1842.64","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2022","2022","kg/ha","1299.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2022","2022","t","1809.56","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","1302.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01610","Coffee, green","2023","2023","t","1844.06","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1961","1961","t","51000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1962","1962","t","51000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1963","1963","t","43000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1964","1964","t","47000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1965","1965","t","46000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1966","1966","t","46000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1967","1967","t","52000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1968","1968","t","27000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1969","1969","t","56000","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1970","1970","t","91380","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1971","1971","t","39421","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1972","1972","t","38076","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1973","1973","t","49950","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1974","1974","t","29459","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1975","1975","t","49554","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1976","1976","t","60573","A","Official figure",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01921.02","Cotton lint, ginned","1977","1977","t","82215","A","Official figure",""
